questions,answers,intent
항상 같이 밥 먹는 친구인데 오늘은 웬일인지 나에게 말도 안하고 혼자 점심을 먹으러 갔어. 기분이 별로 좋지 않았어.,친구가 말없이 혼자 점심을 먹으러 가서 기분이 나쁘시군요.,0
시험 중에 다른 친구 시험지를 커닝했는데 선생님한테 들킬까 봐 무서워.,커닝한 사실이 들통 날까 봐 불안하신가 보군요. 무엇이 커닝을 하도록 만들었나요?,0
요즘 내 진로에 대해 고민이 돼.,요즘 진로에 대해 고민이 되는군요. 생각해 본 진로가 있을까요?,0
내 성적을 보고 웃음을 터뜨린 친구에게 정색을 하고 화를 냈어.,내 성적을 보고 웃은 친구에게 화가 났겠군요.,0
내가 오늘 온종일 수학 문제를 못 풀었는데 친구는 한 번에 풀어서 기분이 좋지 않아.,친구가 수학 문제를 금방 풀어서 기분이 좋지 않으시군요.,0
나도 친구처럼 공부 잘하고 싶은데 뜻대로 되지 않아서 너무 짜증 나.,공부를 잘하고 싶은데 뜻대로 되지 않아서 짜증 나겠어요.,0
선생님의 위로를 듣고 나니 조급한 마음이 안정되고 기분이 좋아졌어.,선생님 위로 덕분에 기분이 좋아지셨군요.,0
나보다 성적이 잘 나온 친구에게 괜히 싫은 소리를 했는데 괜히 미안해지네.,친구에게 싫은 소리를 한 것이 후회되시는군요.,0
요즘 너무 스트레스를 많이 받게 되는 것 같아.,너무 스트레스를 많이 받는다고 생각하시는군요. 부분이 가장 힘드신가요?,0
진학하고 싶은 대학교 탐방 다녀왔는데 좀 혼란스럽네.,어떤 점이 혼란스럽게 느껴지셨나요?,0
조금 있으면 시험인데 놀기만 한 나 자신이 너무 한심해.,시험 준비를 못 한 자신이 한심하다고 생각하시는군요.,0
하루 종일 학교랑 학원에만 있으니까 친구들이랑 만날 여유도 없고 연락도 쉽지가 않아서 외로워.,학교랑 학원 때문에 친구들과 만나고 연락할 여유가 없어서 외로웠군요.,0
맨날 부모님으로부터 명문대 진학한 오빠랑 비교되는 내가 싫어.,부모님으로부터 명문대 진학한 오빠랑 비교되어 상처받겠어요.,0
담임 선생님 좋은 분인 줄 알았는데 알고 보니 아니었어. 실망스러워.,무슨 일이 있으셨나요? 실망하신 것 같아요.,0
미경이는 이번에 시험에서 다 찍었는데도 다 맞은 거 있지? 진짜 나는 엄청 열심히 했는데 억울해 죽겠어.,찍었는데도 다 맞은 미경님 때문에 많이 억울하고 화가 나신 것 같아요.,0
이번에 시험 완전 망쳤어.,속상하시겠어요. 다음 시험을 잘 보려면 어떻게 해야 할까요?,0
언젠가는 전쟁이 나서 모두 죽을 텐데 지금 공부를 하는 게 무슨 의미일까?,언젠가는 전쟁이 날 거라고 생각하시는군요.,0
이번에 성적이 크게 떨어졌어. 부모님께 눈치가 보여.,학업성적이 떨어지셔서 부모님 눈치가 보이나 봐요.,0
이번 대학입시에 떨어졌다는 얘기를 가족들에게는 할 수 없어서 혼자 울고 말았어.,시험에 떨어져서 눈물을 흘리셨군요.,0
오늘 내 숙제를 베껴간 친구 때문에 선생님께 혼나서 너무 억울했어.,친구가 숙제를 베낀 것 때문에 선생님께 혼나서 억울하셨군요.,0
선생님께서 나에 대해 어떻게 생각하시는지 모르겠어.,선생님과 어떤 일이 있었나요?,0
친한 친구와 얼마 전 크게 싸웠는데 그 때 내가 심한 말을 하고 욱했던 게 후회돼.,친구와의 관계가 나빠져서 속상하시겠어요.,0
성적이 너무 낮아서 환멸감이 들어.,성적이 너무 낮아 환멸감을 느끼시는군요. 어떻게 하면 기분이 조금이나마 나아질까요?,0
나 아는 오빠가 스카이 대학교 다니거든. 진로 상담하기로 했어.,진로에 대해 고민이 많으시군요. 어느 전공을 선택할지 결정하셨어요?,0
진학한 고등학교 과가 마음에 안들어.,진학한 고등학교 과가 마음에 안드시는 이유가 있나요?,0
시험을 보았는데 믿고 있었던 수학에 배신을 당했어.,저런. 수학 시험이 어땠길래요?,0
시험을 쳤는데 성적이 나빠 부모님께 성적표를 보여드리기 부끄러워.,성적이 나쁜데 부모님께 성적표를 보여드리기는 쉽지 않은 일이죠.,0
자주 고민상담 해주시던 선생님이 돌아가셔서 충격이다.,정말 슬프겠네요. 선생님이 많이 생각나시겠군요.,0
부모님께서 이번 시험 때 충분히 좋은 점수를 받았다고 무리하지 말라고 말씀해주셨어.,이번 시험에 좋은 점수를 얻기 위해 많이 노력하셨군요.,0
우리 집은 돈이 없어서 내가 원하는 꿈을 가질 수 없다는 게 우울해.,가난 때문에 원하는 꿈을 가질 수 없다니 많이 힘드시겠어요.,0
담임선생님이 맨날 모범생들만 챙겨서 너무 화나!,담임선생님께서 모범생만 챙겨서 화가 나시는군요.,0
왜 나는 항상 노력 대비 결과가 이 모양이지. 정말 짜증 나.,노후 대비 결과가 안좋으신가 보군요? 자세한 얘기를 해볼까요? ,0
부모님께서 내 성적 때문에 싸우셨어. 눈물이 나.,눈물까지 나셨다니 많이 슬프시겠어요.,0
내가 좋아하는 일이 뭘까? 내가 어떤 일을 하면 행복하게 살 수 있을지 너무 고민이 돼.,자신의 진로에 대한 고민이 많으시군요. 어떻게 하면 자신에게 맞는 직업을 찾을 수 있을까요?,0
시험이 어렵게 나오다가 이번에 시험이 쉽게 나와 성적이 올랐어!,점수가 오르시다니 노력을 많이 했겠군요.,0
최근에 감사하는 일이 생겼어.,어떤 감사 한 일이 있었나요?,0
나는 연기 입시를 준비하고 있는데 이번에 연기 선생님께서 무대에 주연으로 세워주겠다고 하셔서 너무 기뻐.,축하해요. 연기 입시에도 분명 도움이 될 거에요.,0
부모님은 왜 내 미래에 대해 관심이 없을까? 속상해.,부모님 때문에 속상하시군요. 조금 더 자세히 말씀해주시겠어요?,0
수능과 수시 무엇으로 대학을 갈지 고민 중인데 선생님의 재촉이 짜증 나.,선생님께서 빨리 결정하라고 하셔서 짜증 나시겠어요.,0
평소에 책을 열심히 읽으면 나한테 큰 도움이 될 거라고 믿어.,지금 읽고 있는 책이 도움이 되면 기쁘시겠어요.,0
수학은 내가 우리 반에서 제일 잘하는 것 같지 않아?,수학에 자신감을 갖고 계시는군요!,0
오늘 시험을 볼 때 느낌이 좋았는데 채점을 해보니 점수가 낮아서 너무 실망스러워.,느낌과는 다르게 점수가 낮게 나와서 실망스러우셨겠어요.,0
공부만 하니까 너무 힘들어. 가만히 앉아 있는 것도 지치고.,공부하는 것 때문에 많이 지치신 것 같아요.,0
친구들 나를 어떻게 볼지 자꾸 시선을 의식하게 돼.,친구들 시선 때문에 당황스럽겠네요.,0
반 친구들이 내 꿈을 비웃어서 기분이 나빠.,저 같아도 기분이 나쁠 거 같아요.,0
엄마는 항상 일등만 하는 언니만 자랑하고 다니니 난 낙담이 돼.,엄마께서 언니만 자랑해서 정말 낙담이 되겠어요.,0
놀림을 받아도 웃고 넘기는 친구를 보니 답답하고 마음이 아파.,그런 상황이 생겨서 속상하시겠어요.,0
있잖아 우리 담임선생님은 내가 어디 대학을 가고 싶어 하는지 관심이 없어.,선생님께서 관심이 없으신 것 같아서 서운하시군요.,0
이번 중간고사에서 성적이 전보다 더 떨어졌어. 큰일이야.,시험성적이 떨어져 걱정이군요. 어떻게 하면 성적을 올릴 수 있을까요? ,0
나는 꿈이 없어서 어떻게 해야 할지 모르겠어.,꿈이 없어서 불안하시군요. 생각한 진로가 있으신가요?,0
나는 예쁘지 않고 날씬하지 않아.,외모에 대해 만족하지 못하시는군요.,0
이번에 선생님에게 성적이 좋지 않아 혼났어.,성적이 좋지 않아 선생님께 혼이 나셨군요.,0
나 정말 학업 스트레스 때문에 지쳐.,이런. 안타까운 일이에요.,0
나는 음악을 하고 싶은데 엄마는 반대하고 공부를 하라고 해서 오늘도 싸웠어.,엄마랑 의견이 맞지 않아서 속상하시겠어요.,0
성적 때문에 친구랑 사소한 일로 말다툼을 하게 됐어.,성적 때문에 친구랑 사소한 일로 말다툼을 하게 됐군요. 사소한 일이 다툼이 되기 마련이죠.,0
성적이 노력한만큼 나와준 것 같아.,노력의 결과가 좋아서 매우 흡족하시겠어요.,0
아직 중학교 삼학년이라 장래에 뭘 할지 천천히 생각하고 있어.,장래에 대해 고민하고 있으시군요. 어떤 분야를 좋아하시나요?,0
우리 엄마는 내가 좋은 대학에 들어가지 못할까 봐 걱정하고 계시는 것 같아.,어머니가 나의 대학 입시에 걱정이 많으시군요.,0
부모님은 내가 시험을 망치면 말도 걸어 주지 않으셔서 너무 슬퍼.,부모님과의 관계 때문에 슬프시군요.,0
그 일만 아니었어도 원하던 대학에 가는 건데.,마음처럼 안 풀려서 속상하시군요.,0
오늘 성적표가 나왔는데 내가 반에서 일등 했어.,와. 축하드려요. 열심히 공부하시는가 보군요.,0
오늘 새로 등록한 학원이 아주 마음에 들어.,어떤 점이 마음에 드셨나요?,0
공부도 그렇고 이제 다 귀찮아.,많이 힘드시겠어요. 그래서 앞으로 어떻게 하실건가요?,0
오답노트 숙제가 있었는데 깜빡해서 몰래 친구 걸 베꼈어. 죄책감이 들어.,친구의 오답노트를 몰래 베껴 죄책감이 드시군요.,0
고립된 기분이 들어.,왜 그런 기분이 드나요?,0
쌍둥이 동생과 함께 학교에 다니는데 동생의 성적이 훨씬 잘 나와서 속상해.,쌍둥이 동생의 성적이 훨씬 더 잘 나와서 속상하시겠어요.,0
좋은 선생님이라고 생각했는데 결국엔 성적 압박만 줘.,좋다고 생각했던 선생님이 성적 압박만 줘서 슬프시겠어요.,0
나 오늘 선생님한테 감사하려고 해.,선생님께 감사할 만한 일이 있었나요?,0
열심히 공부했는데 성적이 안 나와서 슬퍼.,열심히 공부했는데 성적이 잘 나오지 않아서 슬프시군요.,0
친구들이 나랑 옆 반 친구 이름이 비슷해서 자꾸 헷갈려해 그래서 잘못 부르는 경우가 많은데 귀찮고 짜증 나.,친구들이 옆 반 친구와 이름을 헷갈려 해서 잘못 불러서 짜증 나겠어요.,0
내가 하고 싶은 진로가 있었는데 감사하게도 엄마가 응원해주신대.,어머님께 감사하는 마음을 갖고 계시는군요. 어떻게 하면 어머님께 감사한 마음을 전달할 수 있을까요?,0
가족들이 나를 믿어줬는데 기대에 미치지 못해서 슬퍼.,가족들의 기대에 부응하지 못해서 아쉬우시겠어요.,0
나 오늘 학교에서 너무 당황했어.,학교에서 당황하셨군요. 무슨 일 있으셨어요?,0
나의 고민을 털어놓을 친구가 없어서 너무 외로워.,깊은 고민을 말할 친구가 없어 외로우시군요. 너무 힘드시겠어요.,0
대학교 수시에 떨어졌어.,수시에 떨어지셨군요.,0
나 대학교 가야겠지?,무슨 문제 있나요?,0
오늘 학교에서 하루종일 고립된 기분이었어.,학교에서 고립되셨다니 무슨 일 있으셨어요?,0
좋아하는 친구가 있는데 같은 대학을 가게 돼서 기분이 너무 좋아.,좋아하는 친구와 같은 대학을 가게 되다니 많이 설레겠어요.,0
공부 말고 다른 것도 하고 싶은데 선생님은 성적만 중요하다고 말해서 기분이 울적해.,선생님이 그렇게 말씀하셔서 기분이 안 좋았겠어요.,0
꿈이 있는데 나는 재능이 없는 것 같아.,꿈은 있는데 재능이 없는 것 같아 속상했군요.,0
오늘 공부하는데 너무 힘들어서 울었어.,공부 때문에 눈물이 나셨군요.,0
공부를 잘하면 뭐해! 대학도 못가는데.,대학을 못 가시나요? 더 자세히 말씀해 주시겠어요?,0
카페에서 친구가 내게 진로 얘기를 하며 조언을 구하는데 뭐라고 말해야 할지 조심스러워.,친구가 갑자기 진로 얘기를 꺼내서 많이 놀랐겠어요.,0
방학 동안에 실컷 놀아놓고 내 숙제를 보여 달라는 애들이 미워.,방학 숙제를 보여 달라고 하는 친구들이 매우 밉겠어요.,0
친구들은 자신의 진로에 대한 확신을 가지고 있는데 나는 무엇 하나 결정된 게 없어서 초조해.,주위 사람들과 차이가 생겨 초조함을 느끼시는군요. 하고 싶거나 좋아하는 일이 있으신가요?,0
다들 꿈을 가지고 있는데 나만 꿈이 없어.,꿈이 없어서 속상하시겠어요.,0
친한 친구의 비밀을 다른 친구에게 말해버렸어. 미안해서 어떻게 하지?,친구의 비밀을 말해서 미안한 감정이 드시겠어요.,0
내가 너무 한심해서 견딜수가 없어.,자신한테 뭔가 한심하다고 느끼시는군요.,0
나는 무엇을 잘하는지 모르겠어. ,잘 하는게 없다고 생각하시는군요. 그렇게 생각하는 이유가 있으신가요?,0
열심히 공부해도 상위권에 있는 애들을 따라잡기 힘들어 좌절감이 들어.,열심히 공부했는데 상위권 애들을 못 따라잡아 속상했겠어요.,0
정말 공부를 하나도 안 했는데 이런 좋은 점수를 받다니 이건 말도 안 돼. 너무 행복해.,공부를 안 하고도 좋은 점수를 받다니 대단하시네요.,0
학교 때문에 너무 짜증 나.,학교에서 안 좋은 일이 있으셨나 봐요. 무슨 일인지 말씀해주실 수 있을까요?,0
어제 선생님이 내가 절대로 이 등급 이상 받기 힘들다고 해서 슬퍼.,이 등급 이상 받기 힘들다는 말에 슬프셨군요.,0
